ID,Order,Family,Scientific,English,German
301,GALLIFORMES,Cracidae,Nothocrax urumutum,Nocturnal Curassow,Rothokko
302,GALLIFORMES,Cracidae,Mitu tomentosum,Crestless Curassow,Samthokko
303,GALLIFORMES,Cracidae,Mitu salvini,Salvin's Curassow,Salvinhokko
304,GALLIFORMES,Cracidae,Mitu tuberosum,Razor-billed Curassow,Amazonashokko
305,GALLIFORMES,Cracidae,Mitu mitu,Alagoas Curassow,Mituhokko
306,GALLIFORMES,Cracidae,Pauxi pauxi,Helmeted Curassow,Helmhokko
307,GALLIFORMES,Cracidae,Pauxi unicornis,Horned Curassow,Hornhokko
308,GALLIFORMES,Cracidae,Pauxi koepckeae,Sira Curassow,Koepckehokko
309,GALLIFORMES,Cracidae,Crax rubra,Great Curassow,Kronenhokko
310,GALLIFORMES,Cracidae,Crax alberti,Blue-billed Curassow,Blaulappenhokko
311,GALLIFORMES,Cracidae,Crax daubentoni,Yellow-knobbed Curassow,Gelblappenhokko
312,GALLIFORMES,Cracidae,Crax alector,Black Curassow,Glattschnabelhokko
313,GALLIFORMES,Cracidae,Crax globulosa,Wattled Curassow,Rotlappenhokko
314,GALLIFORMES,Cracidae,Crax fasciolata,Bare-faced Curassow,Nacktgesichthokko
315,GALLIFORMES,Cracidae,Crax blumenbachii,Red-billed Curassow,Rotschnabelhokko
316,GALLIFORMES,Numididae,Agelastes meleagrides,White-breasted Guineafowl,Weißbrust-Perlhuhn
317,GALLIFORMES,Numididae,Agelastes niger,Black Guineafowl,Schwarzperlhuhn
318,GALLIFORMES,Numididae,Numida meleagris,Helmeted Guineafowl,Helmperlhuhn
319,GALLIFORMES,Numididae,Guttera plumifera,Plumed Guineafowl,Schlichthauben-Perlhuhn
320,GALLIFORMES,Numididae,Guttera verreauxi,Western Crested Guineafowl,Kongo-Haubenperlhuhn
321,GALLIFORMES,Numididae,Guttera pucherani,Eastern Crested Guineafowl,Haubenperlhuhn
322,GALLIFORMES,Numididae,Guttera edouardi,Southern Crested Guineafowl,Sambesi-Haubenperlhuhn
323,GALLIFORMES,Numididae,Acryllium vulturinum,Vulturine Guineafowl,Geierperlhuhn
324,GALLIFORMES,Odontophoridae,Ptilopachus petrosus,Stone Partridge,Felsenwachtel
325,GALLIFORMES,Odontophoridae,Ptilopachus nahani,Nahan's Partridge,Nahanwachtel
326,GALLIFORMES,Odontophoridae,Dendrortyx leucophrys,Buffy-crowned Wood Partridge,Guatemalawachtel
327,GALLIFORMES,Odontophoridae,Dendrortyx macroura,Long-tailed Wood Partridge,Langschwanzwachtel
328,GALLIFORMES,Odontophoridae,Dendrortyx barbatus,Bearded Wood Partridge,Bartwachtel
329,GALLIFORMES,Odontophoridae,Oreortyx pictus,Mountain Quail,Bergwachtel
330,GALLIFORMES,Odontophoridae,Callipepla squamata,Scaled Quail,Schuppenwachtel
331,GALLIFORMES,Odontophoridae,Callipepla douglasii,Elegant Quail,Douglaswachtel
332,GALLIFORMES,Odontophoridae,Callipepla californica,California Quail,Schopfwachtel
333,GALLIFORMES,Odontophoridae,Callipepla gambelii,Gambel's Quail,Helmwachtel
334,GALLIFORMES,Odontophoridae,Philortyx fasciatus,Banded Quail,Bindenwachtel
335,GALLIFORMES,Odontophoridae,Colinus virginianus,Northern Bobwhite,Virginiawachtel
336,GALLIFORMES,Odontophoridae,Colinus nigrogularis,Yucatan Bobwhite,Schwarzkehlwachtel
337,GALLIFORMES,Odontophoridae,Colinus leucopogon,Spot-bellied Bobwhite,Fleckenwachtel
338,GALLIFORMES,Odontophoridae,Colinus cristatus,Crested Bobwhite,Haubenwachtel
339,GALLIFORMES,Odontophoridae,Odontophorus gujanensis,Marbled Wood Quail,Marmorwachtel
340,GALLIFORMES,Odontophoridae,Odontophorus capueira,Spot-winged Wood Quail,Capueirawachtel
341,GALLIFORMES,Odontophoridae,Odontophorus melanotis,Black-eared Wood Quail,Schwarzohrwachtel
342,GALLIFORMES,Odontophoridae,Odontophorus erythrops,Rufous-fronted Wood Quail,Rotstirnwachtel
343,GALLIFORMES,Odontophoridae,Odontophorus atrifrons,Black-fronted Wood Quail,Schwarzstirnwachtel
344,GALLIFORMES,Odontophoridae,Odontophorus hyperythrus,Chestnut Wood Quail,Kastanienwachtel
345,GALLIFORMES,Odontophoridae,Odontophorus melanonotus,Dark-backed Wood Quail,Schwarzrückenwachtel
346,GALLIFORMES,Odontophoridae,Odontophorus speciosus,Rufous-breasted Wood Quail,Rotbrustwachtel
347,GALLIFORMES,Odontophoridae,Odontophorus dialeucos,Tacarcuna Wood Quail,Tacarcunawachtel
348,GALLIFORMES,Odontophoridae,Odontophorus strophium,Gorgeted Wood Quail,Kragenwachtel
349,GALLIFORMES,Odontophoridae,Odontophorus columbianus,Venezuelan Wood Quail,Venezuelawachtel
350,GALLIFORMES,Odontophoridae,Odontophorus leucolaemus,Black-breasted Wood Quail,Weißkehlwachtel
351,GALLIFORMES,Odontophoridae,Odontophorus balliviani,Stripe-faced Wood Quail,Streifengesichtwachtel
352,GALLIFORMES,Odontophoridae,Odontophorus stellatus,Starred Wood Quail,Sternwachtel
353,GALLIFORMES,Odontophoridae,Odontophorus guttatus,Spotted Wood Quail,Tropfenwachtel
354,GALLIFORMES,Odontophoridae,Dactylortyx thoracicus,Singing Quail,Singwachtel
355,GALLIFORMES,Odontophoridae,Cyrtonyx montezumae,Montezuma Quail,Montezumawachtel
356,GALLIFORMES,Odontophoridae,Cyrtonyx ocellatus,Ocellated Quail,Tränenwachtel
357,GALLIFORMES,Odontophoridae,Rhynchortyx cinctus,Tawny-faced Quail,Graubrustwachtel
358,GALLIFORMES,Phasianidae,Xenoperdix udzungwensis,Udzungwa Forest Partridge,Udzungwawachtel
359,GALLIFORMES,Phasianidae,Xenoperdix obscuratus,Rubeho Forest Partridge,Rubehowachtel
360,GALLIFORMES,Phasianidae,Caloperdix oculeus,Ferruginous Partridge,Augenwachtel
361,GALLIFORMES,Phasianidae,Rollulus rouloul,Crested Partridge,Straußwachtel
362,GALLIFORMES,Phasianidae,Melanoperdix niger,Black Partridge,Schwarzwachtel
363,GALLIFORMES,Phasianidae,Arborophila torqueola,Hill Partridge,Hügelbuschwachtel
364,GALLIFORMES,Phasianidae,Arborophila rufipectus,Sichuan Partridge,Sichuanbuschwachtel
365,GALLIFORMES,Phasianidae,Arborophila mandellii,Chestnut-breasted Partridge,Rotbrust-Buschwachtel
366,GALLIFORMES,Phasianidae,Arborophila gingica,White-necklaced Partridge,Chinabuschwachtel
367,GALLIFORMES,Phasianidae,Arborophila rufogularis,Rufous-throated Partridge,Rotkehl-Buschwachtel
368,GALLIFORMES,Phasianidae,Arborophila rubrirostris,Red-billed Partridge,Rotschnabel-Buschwachtel
369,GALLIFORMES,Phasianidae,Arborophila diversa,Siamese Partridge,Siambuschwachtel
370,GALLIFORMES,Phasianidae,Arborophila cambodiana,Chestnut-headed Partridge,Kambodschabuschwachtel
371,GALLIFORMES,Phasianidae,Arborophila ardens,Hainan Partridge,Hainanbuschwachtel
372,GALLIFORMES,Phasianidae,Arborophila crudigularis,Taiwan Partridge,Taiwanbuschwachtel
373,GALLIFORMES,Phasianidae,Arborophila atrogularis,White-cheeked Partridge,Weißwangen-Buschwachtel
374,GALLIFORMES,Phasianidae,Arborophila brunneopectus,Bar-backed Partridge,Braunbrust-Buschwachtel
375,GALLIFORMES,Phasianidae,Arborophila davidi,Orange-necked Partridge,Davidbuschwachtel
376,GALLIFORMES,Phasianidae,Arborophila hyperythra,Red-breasted Partridge,Borneobuschwachtel
377,GALLIFORMES,Phasianidae,Arborophila campbelli,Malayan Partridge,Malaienbuschwachtel
378,GALLIFORMES,Phasianidae,Arborophila rolli,Roll's Partridge,Orangebrust-Buschwachtel
379,GALLIFORMES,Phasianidae,Arborophila sumatrana,Sumatran Partridge,Sumatrabuschwachtel
380,GALLIFORMES,Phasianidae,Arborophila javanica,Chestnut-bellied Partridge,Javabuschwachtel
381,GALLIFORMES,Phasianidae,Arborophila orientalis,Grey-breasted Partridge,Weißgesicht-Buschwachtel
382,GALLIFORMES,Phasianidae,Lerwa lerwa,Snow Partridge,Haldenhuhn
383,GALLIFORMES,Phasianidae,Ithaginis cruentus,Blood Pheasant,Blutfasan
384,GALLIFORMES,Phasianidae,Tragopan melanocephalus,Western Tragopan,Schwarzkopftragopan
385,GALLIFORMES,Phasianidae,Tragopan satyra,Satyr Tragopan,Satyrtragopan
386,GALLIFORMES,Phasianidae,Tragopan blythii,Blyth's Tragopan,Blythtragopan
387,GALLIFORMES,Phasianidae,Tragopan temminckii,Temminck's Tragopan,Temmincktragopan
388,GALLIFORMES,Phasianidae,Tragopan caboti,Cabot's Tragopan,Cabottragopan
389,GALLIFORMES,Phasianidae,Tetraophasis obscurus,Verreaux's Monal-Partridge,Braunkehl-Keilschwanzhuhn
390,GALLIFORMES,Phasianidae,Tetraophasis szechenyii,Szechenyi's Monal-Partridge,Rostkehl-Keilschwanzhuhn
391,GALLIFORMES,Phasianidae,Lophophorus impejanus,Himalayan Monal,Rostschwanz-Glanzfasan
392,GALLIFORMES,Phasianidae,Lophophorus sclateri,Sclater's Monal,Weißschwanz-Glanzfasan
393,GALLIFORMES,Phasianidae,Lophophorus lhuysii,Chinese Monal,Grünschwanz-Glanzfasan
394,GALLIFORMES,Phasianidae,Pucrasia macrolopha,Koklass Pheasant,Koklasfasan
395,GALLIFORMES,Phasianidae,Meleagris gallopavo,Wild Turkey,Truthuhn
396,GALLIFORMES,Phasianidae,Meleagris ocellata,Ocellated Turkey,Pfauentruthuhn
397,GALLIFORMES,Phasianidae,Bonasa umbellus,Ruffed Grouse,Kragenhuhn
398,GALLIFORMES,Phasianidae,Tetrastes bonasia,Hazel Grouse,Haselhuhn
399,GALLIFORMES,Phasianidae,Tetrastes sewerzowi,Chinese Grouse,Schwarzbrust-Haselhuhn
400,GALLIFORMES,Phasianidae,Centrocercus urophasianus,Sage Grouse,Beifußhuhn
401,GALLIFORMES,Phasianidae,Centrocercus minimus,Gunnison Grouse,Gunnison-Beifußhuhn
402,GALLIFORMES,Phasianidae,Dendragapus obscurus,Dusky Grouse,Douglasiengebirgshuhn
403,GALLIFORMES,Phasianidae,Dendragapus fuliginosus,Sooty Grouse,Küstengebirgshuhn
404,GALLIFORMES,Phasianidae,Tympanuchus phasianellus,Sharp-tailed Grouse,Schweifhuhn
405,GALLIFORMES,Phasianidae,Tympanuchus cupido,Greater Prairie Chicken,Präriehuhn
406,GALLIFORMES,Phasianidae,Tympanuchus pallidicinctus,Lesser Prairie Chicken,Oklahomapräriehuhn
407,GALLIFORMES,Phasianidae,Lagopus leucura,White-tailed Ptarmigan,Weißschwanz-Schneehuhn
408,GALLIFORMES,Phasianidae,Lagopus lagopus,Willow Ptarmigan,Moorschneehuhn
409,GALLIFORMES,Phasianidae,Lagopus muta,Rock Ptarmigan,Alpenschneehuhn
410,GALLIFORMES,Phasianidae,Falcipennis falcipennis,Siberian Grouse,Sichelhuhn
411,GALLIFORMES,Phasianidae,Canachites canadensis,Spruce Grouse,Tannenhuhn
412,GALLIFORMES,Phasianidae,Tetrao urogallus,Western Capercaillie,Auerhuhn
413,GALLIFORMES,Phasianidae,Tetrao urogalloides,Black-billed Capercaillie,Steinauerhuhn
414,GALLIFORMES,Phasianidae,Lyrurus tetrix,Black Grouse,Birkhuhn
415,GALLIFORMES,Phasianidae,Lyrurus mlokosiewiczi,Caucasian Grouse,Kaukasusbirkhuhn
416,GALLIFORMES,Phasianidae,Rhizothera longirostris,Long-billed Partridge,Langschnabelwachtel
417,GALLIFORMES,Phasianidae,Rhizothera dulitensis,Dulit Partridge,Dulitwachtel
418,GALLIFORMES,Phasianidae,Perdix hodgsoniae,Tibetan Partridge,Tibetrebhuhn
419,GALLIFORMES,Phasianidae,Perdix perdix,Grey Partridge,Rebhuhn
420,GALLIFORMES,Phasianidae,Perdix dauurica,Daurian Partridge,Bartrebhuhn
421,GALLIFORMES,Phasianidae,Syrmaticus soemmerringii,Copper Pheasant,Kupferfasan
422,GALLIFORMES,Phasianidae,Syrmaticus reevesii,Reeves's Pheasant,Königsfasan
423,GALLIFORMES,Phasianidae,Syrmaticus mikado,Mikado Pheasant,Mikadofasan
424,GALLIFORMES,Phasianidae,Syrmaticus ellioti,Elliot's Pheasant,Elliotfasan
425,GALLIFORMES,Phasianidae,Syrmaticus humiae,Mrs. Hume's Pheasant,Burmafasan
426,GALLIFORMES,Phasianidae,Chrysolophus pictus,Golden Pheasant,Goldfasan
427,GALLIFORMES,Phasianidae,Chrysolophus amherstiae,Lady Amherst's Pheasant,Diamantfasan
428,GALLIFORMES,Phasianidae,Phasianus colchicus,Common Pheasant,Jagdfasan
429,GALLIFORMES,Phasianidae,Phasianus versicolor,Green Pheasant,Buntfasan
430,GALLIFORMES,Phasianidae,Catreus wallichii,Cheer Pheasant,Schopffasan
431,GALLIFORMES,Phasianidae,Crossoptilon harmani,Tibetan Eared Pheasant,Tibetohrfasan
432,GALLIFORMES,Phasianidae,Crossoptilon crossoptilon,White Eared Pheasant,Weißflügel-Ohrfasan
433,GALLIFORMES,Phasianidae,Crossoptilon mantchuricum,Brown Eared Pheasant,Braunflügel-Ohrfasan
434,GALLIFORMES,Phasianidae,Crossoptilon auritum,Blue Eared Pheasant,Blauflügel-Ohrfasan
435,GALLIFORMES,Phasianidae,Lophura edwardsi,Edwards's Pheasant,Edwardsfasan
436,GALLIFORMES,Phasianidae,Lophura swinhoii,Swinhoe's Pheasant,Swinhoefasan
437,GALLIFORMES,Phasianidae,Lophura bulweri,Bulwer's Pheasant,Bulwerfasan
438,GALLIFORMES,Phasianidae,Lophura leucomelanos,Kalij Pheasant,Kalifasan
439,GALLIFORMES,Phasianidae,Lophura nycthemera,Silver Pheasant,Silberfasan
440,GALLIFORMES,Phasianidae,Lophura erythrophthalma,Malayan Crestless Fireback,Gelbschwanzfasan
441,GALLIFORMES,Phasianidae,Lophura pyronota,Bornean Crestless Fireback,Borneo-Gelbschwanzfasan
442,GALLIFORMES,Phasianidae,Lophura diardi,Siamese Fireback,Prälatfasan
443,GALLIFORMES,Phasianidae,Lophura inornata,Salvadori's Pheasant,Salvadorifasan
444,GALLIFORMES,Phasianidae,Lophura rufa,Malayan Crested Fireback,Malaienhaubenfasan
445,GALLIFORMES,Phasianidae,Lophura ignita,Bornean Crested Fireback,Haubenfasan
446,GALLIFORMES,Phasianidae,Rheinardia ocellata,Vietnamese Crested Argus,Perlenfasan
447,GALLIFORMES,Phasianidae,Rheinardia nigrescens,Malayan Crested Argus,Malaienfasan
448,GALLIFORMES,Phasianidae,Argusianus argus,Great Argus,Argusfasan
449,GALLIFORMES,Phasianidae,Afropavo congensis,Congo Peafowl,Kongopfau
450,GALLIFORMES,Phasianidae,Pavo cristatus,Indian Peafowl,Pfau
451,GALLIFORMES,Phasianidae,Pavo muticus,Green Peafowl,Ährenträgerpfau
452,GALLIFORMES,Phasianidae,Tropicoperdix chloropus,Green-legged Partridge,Grünfuß-Buschwachtel
453,GALLIFORMES,Phasianidae,Tropicoperdix charltonii,Chestnut-necklaced Partridge,Charltonbuschwachtel
454,GALLIFORMES,Phasianidae,Tropicoperdix graydoni,Sabah Partridge,Sabahbuschwachtel
455,GALLIFORMES,Phasianidae,Haematortyx sanguiniceps,Crimson-headed Partridge,Rotkopfwachtel
456,GALLIFORMES,Phasianidae,Galloperdix spadicea,Red Spurfowl,Rotspornhuhn
457,GALLIFORMES,Phasianidae,Galloperdix lunulata,Painted Spurfowl,Perlspornhuhn
458,GALLIFORMES,Phasianidae,Galloperdix bicalcarata,Sri Lanka Spurfowl,Ceylonspornhuhn
459,GALLIFORMES,Phasianidae,Polyplectron napoleonis,Palawan Peacock-Pheasant,Palawanpfaufasan
460,GALLIFORMES,Phasianidae,Polyplectron schleiermacheri,Bornean Peacock-Pheasant,Borneopfaufasan
461,GALLIFORMES,Phasianidae,Polyplectron malacense,Malayan Peacock-Pheasant,Malaienpfaufasan
462,GALLIFORMES,Phasianidae,Polyplectron germaini,Germain's Peacock-Pheasant,Annampfaufasan
463,GALLIFORMES,Phasianidae,Polyplectron katsumatae,Hainan Peacock-Pheasant,Hainanpfaufasan
464,GALLIFORMES,Phasianidae,Polyplectron bicalcaratum,Grey Peacock-Pheasant,Indochina-Pfaufasan
465,GALLIFORMES,Phasianidae,Polyplectron inopinatum,Mountain Peacock-Pheasant,Rothschild-Pfaufasan
466,GALLIFORMES,Phasianidae,Polyplectron chalcurum,Bronze-tailed Peacock-Pheasant,Bronzepfaufasan
467,GALLIFORMES,Phasianidae,Bambusicola fytchii,Mountain Bamboo Partridge,Gelbbrauen-Bambushuhn
468,GALLIFORMES,Phasianidae,Bambusicola thoracicus,Chinese Bamboo Partridge,Graubrauen-Bambushuhn
469,GALLIFORMES,Phasianidae,Bambusicola sonorivox,Taiwan Bamboo Partridge,Taiwanbambushuhn
470,GALLIFORMES,Phasianidae,Gallus varius,Green Junglefowl,Gabelschwanzhuhn
471,GALLIFORMES,Phasianidae,Gallus gallus,Red Junglefowl,Bankivahuhn
472,GALLIFORMES,Phasianidae,Gallus sonneratii,Grey Junglefowl,Sonnerathuhn
473,GALLIFORMES,Phasianidae,Gallus lafayettii,Sri Lanka Junglefowl,Ceylonhuhn
474,GALLIFORMES,Phasianidae,Peliperdix lathami,Latham's Francolin,Lathamfrankolin
475,GALLIFORMES,Phasianidae,Ortygornis sephaena,Crested Francolin,Schopffrankolin
476,GALLIFORMES,Phasianidae,Ortygornis pondicerianus,Grey Francolin,Wachtelfrankolin
477,GALLIFORMES,Phasianidae,Ortygornis gularis,Swamp Francolin,Sumpffrankolin
478,GALLIFORMES,Phasianidae,Francolinus pintadeanus,Chinese Francolin,Perlfrankolin
479,GALLIFORMES,Phasianidae,Francolinus francolinus,Black Francolin,Halsbandfrankolin
480,GALLIFORMES,Phasianidae,Francolinus pictus,Painted Francolin,Tropfenfrankolin
481,GALLIFORMES,Phasianidae,Campocolinus coqui,Coqui Francolin,Coquifrankolin
482,GALLIFORMES,Phasianidae,Campocolinus albogularis,White-throated Francolin,Weißkehlfrankolin
483,GALLIFORMES,Phasianidae,Campocolinus schlegelii,Schlegel's Francolin,Schlegelfrankolin
484,GALLIFORMES,Phasianidae,Scleroptila streptophora,Ring-necked Francolin,Kragenfrankolin
485,GALLIFORMES,Phasianidae,Scleroptila levaillantii,Red-winged Francolin,Rotflügelfrankolin
486,GALLIFORMES,Phasianidae,Scleroptila finschi,Finsch's Francolin,Finschfrankolin
487,GALLIFORMES,Phasianidae,Scleroptila psilolaema,Moorland Francolin,Hochlandfrankolin
488,GALLIFORMES,Phasianidae,Scleroptila elgonensis,Elgon Francolin,Elgonfrankolin
489,GALLIFORMES,Phasianidae,Scleroptila afra,Grey-winged Francolin,Grauflügelfrankolin
490,GALLIFORMES,Phasianidae,Scleroptila gutturalis,Orange River Francolin,Rebhuhnfrankolin
491,GALLIFORMES,Phasianidae,Scleroptila shelleyi,Shelley's Francolin,Shelleyfrankolin
492,GALLIFORMES,Phasianidae,Scleroptila whytei,Whyte's Francolin,Whytefrankolin
493,GALLIFORMES,Phasianidae,Tetraogallus tibetanus,Tibetan Snowcock,Tibetkönigshuhn
494,GALLIFORMES,Phasianidae,Tetraogallus altaicus,Altai Snowcock,Altaikönigshuhn
495,GALLIFORMES,Phasianidae,Tetraogallus caucasicus,Caucasian Snowcock,Kaukasuskönigshuhn
496,GALLIFORMES,Phasianidae,Tetraogallus caspius,Caspian Snowcock,Kaspikönigshuhn
497,GALLIFORMES,Phasianidae,Tetraogallus himalayensis,Himalayan Snowcock,Himalajakönigshuhn
498,GALLIFORMES,Phasianidae,Ammoperdix griseogularis,See-see Partridge,Persienwüstenhuhn
499,GALLIFORMES,Phasianidae,Ammoperdix heyi,Sand Partridge,Arabienwüstenhuhn
500,GALLIFORMES,Phasianidae,Synoicus ypsilophorus,Brown Quail,Tasmanienwachtel
501,GALLIFORMES,Phasianidae,Synoicus monorthonyx,Snow Mountain Quail,Schneegebirgswachtel
502,GALLIFORMES,Phasianidae,Synoicus chinensis,King Quail,Zwergwachtel
503,GALLIFORMES,Phasianidae,Synoicus adansonii,Blue Quail,Adansonwachtel
504,GALLIFORMES,Phasianidae,Margaroperdix madagarensis,Madagascar Partridge,Perlwachtel
505,GALLIFORMES,Phasianidae,Coturnix coturnix,Common Quail,Wachtel
506,GALLIFORMES,Phasianidae,Coturnix japonica,Japanese Quail,Japanwachtel
507,GALLIFORMES,Phasianidae,Coturnix delegorguei,Harlequin Quail,Harlekinwachtel
508,GALLIFORMES,Phasianidae,Coturnix coromandelica,Rain Quail,Regenwachtel
509,GALLIFORMES,Phasianidae,Coturnix pectoralis,Stubble Quail,Schwarzbrustwachtel
510,GALLIFORMES,Phasianidae,Coturnix novaezelandiae,New Zealand Quail,Neuseelandwachtel
511,GALLIFORMES,Phasianidae,Alectoris barbara,Barbary Partridge,Felsenhuhn
512,GALLIFORMES,Phasianidae,Alectoris melanocephala,Arabian Partridge,Schwarzkopf-Steinhuhn
513,GALLIFORMES,Phasianidae,Alectoris rufa,Red-legged Partridge,Rothuhn
514,GALLIFORMES,Phasianidae,Alectoris chukar,Chukar Partridge,Chukarhuhn
515,GALLIFORMES,Phasianidae,Alectoris graeca,Rock Partridge,Steinhuhn
516,GALLIFORMES,Phasianidae,Alectoris philbyi,Philby's Partridge,Philbysteinhuhn
517,GALLIFORMES,Phasianidae,Alectoris magna,Przevalski's Partridge,Przewalskisteinhuhn
518,GALLIFORMES,Phasianidae,Perdicula asiatica,Jungle Bush Quail,Dschungelwachtel
519,GALLIFORMES,Phasianidae,Perdicula argoondah,Rock Bush Quail,Madraswachtel
520,GALLIFORMES,Phasianidae,Perdicula erythrorhyncha,Painted Bush Quail,Buntwachtel
521,GALLIFORMES,Phasianidae,Perdicula manipurensis,Manipur Bush Quail,Manipurwachtel
522,GALLIFORMES,Phasianidae,Ophrysia superciliosa,Himalayan Quail,Himalajawachtel
523,GALLIFORMES,Phasianidae,Pternistis hartlaubi,Hartlaub's Spurfowl,Hartlaubfrankolin
524,GALLIFORMES,Phasianidae,Pternistis camerunensis,Mount Cameroon Spurfowl,Kamerunfrankolin
525,GALLIFORMES,Phasianidae,Pternistis nobilis,Handsome Spurfowl,Edelfrankolin
526,GALLIFORMES,Phasianidae,Pternistis castaneicollis,Chestnut-naped Spurfowl,Braunnackenfrankolin
527,GALLIFORMES,Phasianidae,Pternistis erckelii,Erckel's Spurfowl,Erckelfrankolin
528,GALLIFORMES,Phasianidae,Pternistis ochropectus,Djibouti Spurfowl,Wacholderfrankolin
529,GALLIFORMES,Phasianidae,Pternistis swierstrai,Swierstra's Spurfowl,Swierstrafrankolin
530,GALLIFORMES,Phasianidae,Pternistis ahantensis,Ahanta Spurfowl,Ahantafrankolin
531,GALLIFORMES,Phasianidae,Pternistis griseostriatus,Grey-striped Spurfowl,Graustreifenfrankolin
532,GALLIFORMES,Phasianidae,Pternistis jacksoni,Jackson's Spurfowl,Jacksonfrankolin
533,GALLIFORMES,Phasianidae,Pternistis adspersus,Red-billed Spurfowl,Rotschnabelfrankolin
534,GALLIFORMES,Phasianidae,Pternistis capensis,Cape Spurfowl,Kapfrankolin
535,GALLIFORMES,Phasianidae,Pternistis natalensis,Natal Spurfowl,Natalfrankolin
536,GALLIFORMES,Phasianidae,Pternistis hildebrandti,Hildebrandt's Spurfowl,Hildebrandtfrankolin
537,GALLIFORMES,Phasianidae,Pternistis bicalcaratus,Double-spurred Spurfowl,Doppelspornfrankolin
538,GALLIFORMES,Phasianidae,Pternistis squamatus,Scaly Spurfowl,Schuppenfrankolin
539,GALLIFORMES,Phasianidae,Pternistis icterorhynchus,Heuglin's Spurfowl,Gelbschnabelfrankolin
540,GALLIFORMES,Phasianidae,Pternistis clappertoni,Clapperton's Spurfowl,Clappertonfrankolin
541,GALLIFORMES,Phasianidae,Pternistis harwoodi,Harwood's Spurfowl,Harwoodfrankolin
542,GALLIFORMES,Phasianidae,Pternistis swainsonii,Swainson's Spurfowl,Swainsonfrankolin
543,GALLIFORMES,Phasianidae,Pternistis leucoscepus,Yellow-necked Spurfowl,Gelbkehlfrankolin
544,GALLIFORMES,Phasianidae,Pternistis rufopictus,Grey-breasted Spurfowl,Graubrustfrankolin
545,GALLIFORMES,Phasianidae,Pternistis afer,Red-necked Spurfowl,Rotkehlfrankolin
546,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus argus,Spotted Nightjar,Argusnachtschwalbe
547,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus mystacalis,White-throated Nightjar,Bartnachtschwalbe
548,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus nigripennis,Solomons Nightjar,Salomonennachtschwalbe
549,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus exul,New Caledonian Nightjar,Neukaledonien-Nachtschwalbe
550,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus diabolicus,Satanic Nightjar,Teufelsnachtschwalbe
551,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus papuensis,Papuan Nightjar,Papuanachtschwalbe
552,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus archboldi,Archbold's Nightjar,Archboldnachtschwalbe
553,CAPRIMULGIFORMES,Caprimulgidae,Lyncornis temminckii,Malaysian Eared Nightjar,Temmincknachtschwalbe
554,CAPRIMULGIFORMES,Caprimulgidae,Lyncornis macrotis,Great Eared Nightjar,Riesennachtschwalbe
555,CAPRIMULGIFORMES,Caprimulgidae,Gactornis enarratus,Collared Nightjar,Halsband-Nachtschwalbe
556,CAPRIMULGIFORMES,Caprimulgidae,Chordeiles nacunda,Nacunda Nighthawk,Weißbauch-Nachtschwalbe
557,CAPRIMULGIFORMES,Caprimulgidae,Chordeiles pusillus,Least Nighthawk,Gnomennachtschwalbe
558,CAPRIMULGIFORMES,Caprimulgidae,Chordeiles rupestris,Sand-colored Nighthawk,Flussnachtschwalbe
559,CAPRIMULGIFORMES,Caprimulgidae,Chordeiles acutipennis,Lesser Nighthawk,Texasnachtschwalbe
560,CAPRIMULGIFORMES,Caprimulgidae,Chordeiles minor,Common Nighthawk,Falkennachtschwalbe
561,CAPRIMULGIFORMES,Caprimulgidae,Chordeiles gundlachii,Antillean Nighthawk,Antillennachtschwalbe
562,CAPRIMULGIFORMES,Caprimulgidae,Lurocalis semitorquatus,Short-tailed Nighthawk,Bändernachtschwalbe
